Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,Graduate,No,1000,526,0.92,180,1,Urban,0
Male,Yes,Graduate,Yes,5065,460,1.73,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3433,413,0.83,300,1,Rural,1
Male,Yes,Graduate,No,6255,1019,1.26,360,0,Urban,1
Male,Yes,Graduate,No,5419,0,1.45,180,0,Urban,1
Female,No,Graduate,No,2240,0,1.12,300,0,Semiurban,0
Female,No,Graduate,Yes,2760,2119,0.59,360,0,Semiurban,1
Female,No,Graduate,No,2206,73,0.84,180,1,Urban,1
Female,No,Graduate,Yes,2865,1666,1.07,360,1,Semiurban,0
Male,Yes,Graduate,Yes,5408,0,1.63,360,1,Semiurban,1
Male,Yes,Graduate,Yes,5929,1446,1.31,360,1,Semiurban,0
Female,No,Graduate,Yes,2517,695,0.91,180,1,Semiurban,0
Male,No,Graduate,No,1000,2066,0.5,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3988,444,1.33,300,0,Rural,1
Female,No,Graduate,Yes,4516,1368,0.76,180,1,Semiurban,1
Female,No,Graduate,Yes,3436,2402,0.83,180,1,Semiurban,0
Male,Yes,Graduate,Yes,7043,0,1.58,360,1,Semiurban,0
Male,Yes,Not Graduate,No,2795,251,1.31,180,0,Rural,1
Male,Yes,Graduate,No,6366,343,1.83,180,1,Urban,1
Female,No,Graduate,No,2392,1567,1.2,300,1,Urban,1
Male,Yes,Not Graduate,No,2333,1282,0.91,360,0,Rural,0
Male,No,Graduate,No,2982,1761,1.1,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,4098,2818,0.94,180,1,Rural,1
Male,Yes,Graduate,Yes,6109,0,1.1,180,0,Semiurban,0
Male,Yes,Not Graduate,No,1838,271,1.19,180,0,Rural,1
Female,No,Graduate,Yes,2102,2475,0.63,180,1,Semiurban,0
Male,Yes,Graduate,No,6293,0,1.48,300,1,Urban,1
Male,No,Graduate,No,3259,1216,0.78,180,1,Semiurban,0
Male,Yes,Graduate,No,5625,0,1.61,300,1,Urban,1
Female,Yes,Not Graduate,Yes,1081,3419,0.7,360,1,Rural,1
Female,Yes,Not Graduate,Yes,2565,3626,1.32,360,1,Rural,1
Male,Yes,Not Graduate,No,6244,0,1.57,360,1,Rural,1
Male,No,Graduate,No,2415,2718,0.63,360,1,Semiurban,1
Female,No,Graduate,No,1000,3201,1.46,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1705,2197,0.69,300,0,Rural,0
Male,Yes,Not Graduate,No,2109,991,1.14,360,1,Rural,0
Male,Yes,Graduate,No,5701,0,1.85,180,0,Urban,1
Male,Yes,Graduate,Yes,5553,1365,1.78,360,0,Semiurban,1
Female,No,Graduate,No,2271,1854,0.81,300,1,Semiurban,1
Female,No,Graduate,No,4319,2153,1.02,300,1,Semiurban,1
Male,No,Graduate,No,2701,1670,0.63,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2291,0,0.96,300,1,Rural,0
Female,No,Graduate,Yes,2566,1642,1.16,180,0,Semiurban,0
Male,Yes,Not Graduate,No,5489,0,1.59,360,0,Rural,0
Female,No,Graduate,No,2448,1586,0.5,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4031,1050,1.28,360,0,Rural,0
Female,No,Graduate,No,1866,15,0.93,360,0,Urban,1
Male,Yes,Not Graduate,No,3543,0,1.09,360,1,Rural,0
Female,Yes,Not Graduate,Yes,1004,1489,1.01,300,1,Rural,0
Male,Yes,Graduate,No,4914,195,1.51,300,1,Urban,1
Female,No,Graduate,No,1999,724,0.82,180,0,Semiurban,1
Female,No,Graduate,Yes,2817,2418,1.14,300,1,Semiurban,0
Male,Yes,Graduate,Yes,4370,0,1.38,360,0,Semiurban,0
Female,Yes,Not Graduate,Yes,3093,1766,0.82,180,1,Rural,0
Male,Yes,Graduate,Yes,5269,1178,1.37,180,0,Semiurban,0
Female,No,Graduate,No,1000,935,0.92,300,0,Urban,1
Male,Yes,Not Graduate,No,5298,270,1.12,360,1,Rural,0
Male,Yes,Not Graduate,No,1709,0,1.23,300,1,Rural,0
Male,Yes,Graduate,Yes,6195,0,1.34,360,1,Semiurban,1
Female,No,Graduate,Yes,4117,2060,1.03,360,0,Semiurban,0
Male,Yes,Not Graduate,No,4742,262,1.06,300,1,Rural,1
Male,Yes,Not Graduate,No,3542,0,0.92,180,1,Rural,0
Male,Yes,Graduate,Yes,3789,0,1.31,300,0,Semiurban,1
Male,Yes,Graduate,Yes,3760,0,1.53,180,1,Semiurban,1
Male,Yes,Graduate,No,7754,0,1.4,180,1,Urban,1
Male,Yes,Graduate,No,4347,0,2.1,180,0,Urban,1
Female,No,Graduate,No,1734,645,0.77,300,1,Urban,0
Male,Yes,Graduate,No,5980,0,1.5,180,0,Urban,0
Male,Yes,Not Graduate,No,4245,215,1.05,300,1,Rural,1
Male,Yes,Graduate,Yes,5509,0,1.36,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4157,367,1.25,360,0,Rural,1
Male,Yes,Not Graduate,No,4298,0,1.28,300,1,Rural,1
Male,Yes,Graduate,Yes,6064,187,1.69,180,0,Semiurban,1
Male,Yes,Graduate,No,6186,732,1.6,180,0,Urban,0
Female,No,Graduate,No,1843,277,1.19,180,0,Semiurban,1
Male,Yes,Graduate,No,5339,0,1.85,180,1,Urban,1
Male,No,Graduate,No,2448,1591,0.5,300,0,Semiurban,1
Male,Yes,Graduate,No,6576,0,1.82,360,0,Urban,1
Female,Yes,Not Graduate,Yes,1047,3293,1.29,300,0,Rural,1
Male,Yes,Graduate,No,3741,0,1.29,360,0,Urban,0
Male,Yes,Graduate,Yes,5838,1446,1.53,360,0,Semiurban,1
Female,No,Graduate,No,1556,765,1.01,180,1,Urban,0
Male,Yes,Not Graduate,No,3877,1239,1.14,180,0,Rural,0
Male,Yes,Graduate,Yes,4462,611,1.19,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2172,992,1.22,180,1,Rural,1
Female,No,Graduate,No,3617,1305,0.74,360,1,Urban,1
Male,Yes,Graduate,Yes,6526,0,1.44,180,1,Semiurban,0
Male,No,Graduate,No,2294,2621,0.72,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3280,1481,1.1,180,0,Rural,1
Male,Yes,Graduate,No,6329,1161,1.55,180,0,Urban,0
Male,Yes,Not Graduate,No,3580,1079,1.06,300,1,Rural,1
Female,No,Graduate,No,3808,452,0.96,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2628,2948,1.15,360,1,Rural,1
Female,Yes,Not Graduate,Yes,1382,2351,0.85,300,1,Rural,1
Male,Yes,Graduate,Yes,5678,0,1.24,300,1,Semiurban,0
Female,No,Graduate,No,1000,2478,0.98,360,1,Urban,1
Female,Yes,Not Graduate,Yes,2098,3018,1.06,180,0,Rural,0
Female,No,Graduate,No,1000,1123,0.78,360,1,Urban,0
Male,Yes,Graduate,No,5226,383,1.68,360,1,Urban,1
Male,Yes,Graduate,Yes,5506,0,1.42,180,1,Semiurban,1
Male,Yes,Graduate,No,4152,707,1.51,180,0,Urban,1
Male,Yes,Not Graduate,No,2938,565,1.43,360,1,Rural,1
Male,Yes,Not Graduate,No,5766,56,1.21,180,1,Rural,0
Male,Yes,Graduate,Yes,5026,0,1.01,180,0,Semiurban,1
Male,Yes,Graduate,Yes,5748,693,1.19,360,0,Semiurban,1
Female,Yes,Not Graduate,Yes,3399,2733,1.06,180,0,Rural,0
Male,Yes,Graduate,Yes,4757,0,1.16,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3579,1180,1.33,360,0,Rural,1
Male,Yes,Graduate,Yes,4128,0,1.46,180,0,Semiurban,0
Male,Yes,Graduate,Yes,5067,607,1.28,180,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3021,2444,0.98,180,1,Rural,1
Male,Yes,Graduate,No,5113,0,1.27,360,1,Urban,0
Female,No,Graduate,No,1888,1935,1.46,180,1,Urban,0
Male,Yes,Graduate,Yes,6277,0,1.46,300,0,Semiurban,1
Male,Yes,Not Graduate,No,4712,0,1.1,180,1,Rural,1
Male,Yes,Graduate,No,4931,0,1.46,300,0,Urban,0
Male,Yes,Graduate,No,6093,0,1.8,180,0,Urban,1
Male,Yes,Graduate,No,6135,0,1.78,360,1,Urban,0
Male,Yes,Not Graduate,No,4641,0,1.36,180,1,Rural,1
Male,Yes,Graduate,No,4761,0,1.47,180,1,Urban,0
Female,Yes,Not Graduate,Yes,1263,2908,1.01,180,1,Rural,0
Female,No,Graduate,No,1621,1309,0.74,300,0,Urban,0
Male,No,Graduate,No,3087,2332,0.55,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3109,1946,0.97,300,1,Rural,0
Female,Yes,Not Graduate,Yes,3110,702,0.96,180,1,Rural,0
Female,No,Graduate,No,1000,467,1.3,360,1,Urban,0
Female,No,Graduate,No,1000,1117,0.85,300,0,Urban,1
Female,No,Graduate,Yes,3258,1287,1.11,180,0,Semiurban,1
Male,Yes,Graduate,Yes,4472,685,1.73,300,1,Semiurban,1
Male,Yes,Graduate,Yes,3670,0,1.33,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2129,2931,1.01,360,0,Rural,0
Female,No,Graduate,Yes,3054,1013,0.96,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4438,1400,1.1,300,0,Rural,1
Female,No,Graduate,Yes,1000,1389,0.93,300,1,Semiurban,1
Male,No,Graduate,No,4315,3382,0.94,360,0,Semiurban,1
Male,Yes,Graduate,No,6291,0,1.39,300,0,Urban,0
Male,Yes,Graduate,No,4608,17,1.31,360,0,Urban,1
Male,Yes,Graduate,No,4085,0,1.74,360,1,Urban,0
Female,No,Graduate,No,1989,3386,0.5,180,0,Semiurban,0
Female,No,Graduate,Yes,4090,1712,1.21,180,0,Semiurban,0
Female,No,Graduate,No,3966,2915,1.01,180,0,Urban,0
Female,No,Graduate,Yes,2226,1469,0.9,180,0,Semiurban,1
Female,No,Graduate,No,1000,2628,1.02,360,1,Urban,0
Male,No,Graduate,No,2142,2175,0.69,180,0,Semiurban,1
Male,No,Graduate,No,2819,1865,0.52,360,0,Semiurban,1
Male,Yes,Not Graduate,No,2898,138,0.99,300,0,Rural,0
Female,No,Graduate,Yes,3900,2078,1.23,300,1,Semiurban,0
Male,No,Graduate,No,2514,1508,0.67,360,1,Semiurban,0
Male,No,Graduate,No,3114,1163,0.53,180,0,Semiurban,0
Male,Yes,Graduate,Yes,5301,0,1.39,180,0,Semiurban,0
Female,No,Graduate,No,1931,3220,0.84,360,1,Urban,1
Male,No,Graduate,No,2551,825,0.53,180,0,Semiurban,1
Male,No,Graduate,No,2426,1613,0.5,300,0,Semiurban,1
Male,Yes,Graduate,Yes,5359,94,1.57,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2600,1690,1.34,300,1,Rural,0
Male,Yes,Not Graduate,No,1944,127,1.78,360,1,Rural,0
Male,Yes,Graduate,Yes,4781,35,1.73,180,0,Semiurban,0
Male,Yes,Graduate,Yes,5738,1449,1.42,180,1,Semiurban,1
Male,Yes,Graduate,No,5838,0,1.8,360,1,Urban,0
Male,Yes,Not Graduate,No,1498,0,0.8,360,1,Rural,0
Male,Yes,Graduate,No,6136,0,1.59,180,1,Urban,0
Male,No,Graduate,No,2949,2200,0.51,300,1,Semiurban,0
Female,No,Graduate,No,2390,767,0.88,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3363,0,1.33,360,0,Rural,0
Female,No,Graduate,No,1233,448,1.16,180,0,Urban,0
Male,Yes,Not Graduate,No,4603,0,1.3,360,0,Rural,0
Female,No,Graduate,No,1963,1117,1.18,180,0,Urban,0
Male,Yes,Graduate,No,6068,0,1.74,180,0,Urban,1
Female,No,Graduate,Yes,2361,2593,0.64,180,0,Semiurban,1
Male,Yes,Graduate,Yes,4423,91,1.83,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2663,2411,1.32,180,1,Rural,1
Female,No,Graduate,Yes,1081,1062,1.2,180,1,Semiurban,1
Male,Yes,Graduate,No,4494,595,1.53,180,1,Urban,0
Female,No,Graduate,No,2527,561,1.13,180,0,Semiurban,1
Male,Yes,Graduate,No,6299,0,1.22,300,0,Urban,0
Male,Yes,Graduate,Yes,5046,0,1.14,180,0,Semiurban,0
Male,Yes,Graduate,No,4328,113,1.32,300,0,Urban,0
Male,Yes,Not Graduate,No,5598,0,1.2,360,0,Rural,0
Male,Yes,Graduate,No,4765,0,1.62,180,1,Urban,1
Female,No,Graduate,Yes,4374,983,1.05,300,0,Semiurban,0
Female,No,Graduate,No,2871,354,0.66,300,0,Semiurban,1
Male,Yes,Not Graduate,No,2378,0,1.12,300,0,Rural,0
Female,No,Graduate,No,1760,1994,0.8,360,0,Semiurban,1
Female,No,Graduate,Yes,4540,577,0.93,360,1,Semiurban,1
Male,Yes,Graduate,No,6268,0,1.71,360,0,Urban,0
Male,Yes,Not Graduate,No,2986,0,1.26,360,0,Rural,1
Male,Yes,Not Graduate,No,4951,0,1.31,300,0,Rural,1
Male,Yes,Graduate,No,5149,708,1.63,360,0,Urban,1
Male,Yes,Not Graduate,No,3340,0,0.75,180,0,Rural,0
Male,Yes,Graduate,Yes,5152,0,1.29,360,0,Semiurban,0
Female,Yes,Not Graduate,Yes,2443,1763,1.14,180,1,Rural,1
Male,No,Graduate,No,2302,1433,0.5,300,0,Semiurban,0
Male,No,Graduate,No,4026,3018,0.74,180,1,Semiurban,1
Male,Yes,Graduate,Yes,5038,497,1.46,360,0,Semiurban,1
Female,No,Graduate,No,1444,1214,0.91,180,1,Semiurban,1
Male,Yes,Graduate,No,5100,0,1.84,300,1,Urban,1
Female,No,Graduate,Yes,3733,1939,0.83,300,0,Semiurban,0
Male,No,Graduate,No,2108,1437,0.97,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1599,3169,0.88,360,1,Rural,1
Male,Yes,Graduate,No,6462,0,1.25,180,0,Urban,0
Female,Yes,Not Graduate,Yes,2334,2703,1.06,360,0,Rural,0
Female,Yes,Not Graduate,Yes,2697,3091,1.2,300,1,Rural,1
Male,Yes,Not Graduate,No,3175,1263,1.37,300,1,Rural,0
Male,Yes,Not Graduate,No,3906,0,1.09,180,0,Rural,0
Male,Yes,Graduate,Yes,4887,0,1.13,360,0,Semiurban,1
Female,No,Graduate,No,1000,608,0.92,180,0,Urban,0
Female,No,Graduate,No,2770,1502,1.11,180,1,Urban,1
Female,No,Graduate,No,1000,816,0.92,360,0,Urban,0
Male,Yes,Graduate,No,5405,0,1.89,300,0,Urban,1
Female,No,Graduate,No,3052,1952,0.79,180,1,Urban,0
Female,No,Graduate,No,1146,41,0.5,180,1,Urban,0
Male,Yes,Graduate,No,4548,0,1.54,180,0,Urban,1
Male,Yes,Not Graduate,No,3513,44,1.51,180,0,Rural,1
Female,No,Graduate,No,1000,1139,1.18,300,0,Semiurban,1
Male,Yes,Graduate,Yes,4193,0,1.35,360,0,Semiurban,1
Male,Yes,Not Graduate,No,4347,378,1.34,360,0,Rural,0
Male,No,Graduate,No,2488,450,0.5,360,0,Semiurban,1
Male,Yes,Graduate,No,4731,0,1.42,180,1,Urban,1
Male,No,Graduate,No,2707,1629,0.5,300,1,Semiurban,0
Female,No,Graduate,No,1611,1631,0.94,180,0,Semiurban,1
Male,Yes,Graduate,No,6643,0,1.3,300,0,Urban,0
Male,Yes,Graduate,No,5589,598,1.55,360,1,Urban,1
Female,Yes,Not Graduate,Yes,2025,2662,1.14,180,1,Rural,1
Male,Yes,Not Graduate,No,3444,0,1.06,300,1,Rural,0
Male,Yes,Graduate,No,4847,0,1.6,300,1,Urban,0
Male,No,Graduate,No,2742,3348,0.69,180,0,Semiurban,1
Male,Yes,Graduate,Yes,5834,0,1.64,360,0,Semiurban,0
Female,No,Graduate,No,1298,1092,0.83,180,1,Urban,0
Male,Yes,Graduate,No,4448,850,1.59,300,1,Urban,1
Female,Yes,Not Graduate,Yes,1680,2801,0.81,180,1,Rural,1
Male,Yes,Graduate,No,7023,670,1.69,180,1,Urban,1
Female,No,Graduate,Yes,5489,2242,1.1,300,1,Semiurban,1
Female,No,Graduate,No,2452,0,0.86,360,0,Semiurban,1
Male,Yes,Not Graduate,No,3858,0,1.61,360,1,Rural,1
Female,No,Graduate,No,3066,971,0.63,300,0,Semiurban,0
Female,No,Graduate,No,3907,1198,0.9,300,0,Semiurban,0
Male,Yes,Not Graduate,No,3925,0,1.42,300,1,Rural,0
Female,No,Graduate,No,3375,1608,0.99,300,1,Urban,0
Male,No,Graduate,No,3864,1336,0.78,300,0,Semiurban,1
Male,Yes,Graduate,No,6310,0,1.5,360,0,Urban,0
Female,No,Graduate,Yes,4629,1000,0.97,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4669,0,1.35,180,0,Rural,0
Female,No,Graduate,No,1000,1905,0.93,180,1,Semiurban,1
Female,No,Graduate,No,2126,1792,1.01,300,1,Urban,0
Male,Yes,Graduate,Yes,5098,667,1.57,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2358,2952,1.19,180,1,Rural,1
Male,No,Graduate,No,2900,1021,0.5,180,0,Semiurban,0
Male,No,Graduate,No,2980,2423,0.91,360,1,Semiurban,0
Male,Yes,Not Graduate,No,2242,0,1.04,360,1,Rural,0
Male,Yes,Not Graduate,No,2839,0,0.85,300,0,Rural,0
Female,Yes,Not Graduate,Yes,2257,1365,1.14,180,1,Rural,1
Male,No,Graduate,No,3827,1895,0.64,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4391,46,1.15,360,0,Rural,0
Male,Yes,Not Graduate,No,1981,692,1.31,300,1,Rural,0
Female,No,Graduate,No,1000,1225,0.87,180,1,Semiurban,1
Male,Yes,Graduate,No,4128,339,1.15,360,0,Urban,0
Male,Yes,Graduate,No,2505,0,1.48,300,1,Urban,1
Male,No,Graduate,No,4075,3395,0.6,360,1,Semiurban,0
Male,Yes,Graduate,No,6303,725,1.65,300,1,Urban,1
Female,Yes,Not Graduate,Yes,3501,2264,1.19,180,0,Rural,1
Male,Yes,Not Graduate,No,3068,136,1.25,300,0,Rural,1
Male,No,Graduate,No,2577,2507,0.52,300,0,Semiurban,0
Male,Yes,Not Graduate,No,1112,0,1.27,300,1,Rural,1
Male,Yes,Graduate,No,5925,76,1.68,360,0,Urban,0
Male,Yes,Graduate,No,6653,0,1.38,300,1,Urban,1
Male,Yes,Not Graduate,No,2533,1182,1.45,360,0,Rural,0
Female,Yes,Not Graduate,Yes,2320,1509,1.1,180,0,Rural,0
Male,Yes,Not Graduate,No,4314,0,1.13,300,0,Rural,0
Male,Yes,Graduate,No,3563,1486,1.43,180,0,Urban,0
Male,Yes,Graduate,No,4574,618,1.31,360,1,Urban,0
Female,Yes,Not Graduate,Yes,3545,816,1.21,180,0,Rural,1
Male,Yes,Graduate,Yes,4823,0,1.83,180,0,Semiurban,0
Female,No,Graduate,No,1000,2372,0.93,360,0,Urban,1
Female,Yes,Not Graduate,Yes,2697,1387,1.07,360,1,Rural,0
Female,No,Graduate,No,2208,2029,1.08,180,0,Urban,1
Male,Yes,Graduate,Yes,4698,1357,1.42,360,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1954,1209,1.23,360,0,Rural,0
Male,No,Graduate,No,2685,2788,0.5,300,0,Semiurban,0
Male,No,Graduate,No,2248,2054,0.59,360,1,Semiurban,0
Male,Yes,Graduate,Yes,5013,0,1.51,300,1,Semiurban,1
Male,No,Graduate,No,3822,3399,0.5,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4160,0,1.37,180,1,Rural,1
Female,No,Graduate,No,1000,382,0.89,180,1,Semiurban,0
Male,Yes,Not Graduate,No,6323,685,1.11,360,0,Rural,1
Male,Yes,Not Graduate,No,4931,0,1.26,300,1,Rural,0
Male,Yes,Not Graduate,No,5772,0,1.47,300,1,Rural,0
Male,Yes,Graduate,No,7459,0,1.33,180,0,Urban,0
Female,No,Graduate,No,2301,1999,0.88,180,1,Urban,0
Male,Yes,Not Graduate,No,3424,1320,1.11,300,1,Rural,0
Male,No,Graduate,No,1453,1248,0.5,360,0,Semiurban,1
Male,Yes,Graduate,No,5430,0,1.47,300,0,Urban,1
Male,Yes,Not Graduate,No,4608,726,0.93,180,1,Rural,1
Male,No,Graduate,No,1000,2188,0.5,300,1,Semiurban,0
Male,Yes,Graduate,No,7165,0,1.6,300,1,Urban,1
Male,Yes,Graduate,Yes,5591,0,0.98,300,0,Semiurban,1
Male,No,Graduate,No,2000,1309,0.65,360,1,Semiurban,0
Female,No,Graduate,No,1678,186,1.08,360,1,Urban,1
Male,Yes,Not Graduate,No,3948,0,1.36,360,1,Rural,0
Female,Yes,Not Graduate,Yes,1662,1872,1.09,360,0,Rural,1
Male,Yes,Not Graduate,No,3264,275,1.38,300,1,Rural,0
Male,Yes,Not Graduate,No,3545,0,1.33,180,1,Rural,1
Male,Yes,Not Graduate,No,3663,1025,1.34,300,0,Rural,1
Male,Yes,Graduate,Yes,4732,0,1.47,360,1,Semiurban,1
Male,No,Graduate,No,1000,3088,0.5,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3793,0,1.35,300,0,Rural,0
Male,Yes,Graduate,No,4071,113,1.47,360,1,Urban,1
Male,Yes,Graduate,No,6059,0,1.63,300,1,Urban,0
Male,Yes,Graduate,Yes,5559,0,1.14,360,1,Semiurban,0
Male,Yes,Graduate,No,4988,590,1.5,360,0,Urban,1
Male,Yes,Graduate,No,5958,0,1.8,360,1,Urban,0
Female,No,Graduate,No,1762,1747,0.78,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1123,1124,1.24,180,1,Rural,0
Female,No,Graduate,No,2888,1113,1.22,180,1,Semiurban,0
Male,Yes,Graduate,No,6617,258,1.47,180,0,Urban,1
Female,No,Graduate,No,1957,674,0.64,180,1,Urban,1
Male,Yes,Graduate,No,5279,714,1.35,300,0,Urban,1
Female,No,Graduate,Yes,2271,1397,1.12,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,4595,2187,1.38,300,1,Rural,0
Male,Yes,Graduate,No,5953,0,1.6,360,0,Urban,0
Female,No,Graduate,No,1954,525,0.72,180,1,Semiurban,1
Male,Yes,Graduate,No,4826,247,1.49,180,0,Urban,1
Male,Yes,Graduate,Yes,3893,148,1.68,180,1,Semiurban,0
Female,No,Graduate,No,2139,1357,1.08,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3906,1135,0.98,180,1,Rural,1
Male,Yes,Graduate,No,5348,757,1.32,180,1,Urban,1
Female,Yes,Not Graduate,Yes,2533,1773,1.24,300,1,Rural,0
Male,Yes,Graduate,No,4627,0,1.81,300,1,Urban,0
Female,No,Graduate,No,1000,904,0.76,360,1,Urban,1
Female,No,Graduate,No,1000,99,1.05,300,0,Urban,1
Male,Yes,Graduate,No,4853,789,1.78,180,1,Urban,1
Male,Yes,Graduate,Yes,5153,0,1.23,180,0,Semiurban,1
Male,No,Graduate,No,3619,750,0.91,180,0,Semiurban,1
Male,Yes,Graduate,No,4565,516,1.44,180,1,Urban,1
Male,Yes,Graduate,No,4542,0,1.19,300,0,Urban,1
Male,No,Graduate,No,2567,1709,0.5,180,1,Semiurban,0
Male,No,Graduate,No,1000,1466,0.5,360,0,Semiurban,0
Female,No,Graduate,Yes,2917,1350,1.12,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,3209,2967,1.41,180,0,Rural,1
Female,No,Graduate,No,2641,1916,0.85,300,1,Urban,1
Male,Yes,Not Graduate,No,3771,928,1.1,360,1,Rural,1
Female,No,Graduate,No,1080,1048,0.98,300,1,Semiurban,0
Male,Yes,Graduate,No,5148,173,1.66,300,0,Urban,0
Male,Yes,Graduate,Yes,4483,0,1.5,180,1,Semiurban,1
Female,No,Graduate,No,2105,241,1.1,300,1,Semiurban,1
Female,No,Graduate,No,2086,4056,0.97,180,0,Semiurban,1
Male,Yes,Not Graduate,No,6050,0,1.22,360,0,Rural,0
Male,Yes,Not Graduate,No,4898,97,1.7,180,1,Rural,1
Male,Yes,Not Graduate,No,5648,27,1.72,360,0,Rural,0
Male,Yes,Not Graduate,No,4806,0,1.48,360,1,Rural,1
Male,Yes,Graduate,No,4329,380,1.49,360,0,Urban,0
Male,No,Graduate,No,3611,2162,0.81,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3995,0,1.71,180,0,Rural,1
Male,Yes,Graduate,No,5497,920,1.71,180,1,Urban,1
Male,Yes,Graduate,No,8267,681,1.37,360,0,Urban,0
Female,No,Graduate,No,3062,600,0.99,180,1,Urban,1
Female,No,Graduate,No,1000,1579,0.83,180,0,Semiurban,0
Male,Yes,Graduate,No,6609,0,1.43,300,1,Urban,1
Male,Yes,Graduate,Yes,5374,312,1.44,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,3046,1693,1.3,300,1,Rural,1
Male,Yes,Graduate,No,4696,483,1.45,300,1,Urban,1
Male,No,Graduate,No,2603,2657,0.5,300,1,Semiurban,1
Male,Yes,Graduate,No,5681,0,1.73,180,1,Urban,0
Female,No,Graduate,No,1914,442,1.08,300,0,Semiurban,0
Male,Yes,Graduate,No,3010,0,1.6,360,1,Urban,0
Female,Yes,Not Graduate,Yes,2472,2800,0.94,300,1,Rural,0
Male,Yes,Graduate,No,5053,236,1.63,360,0,Urban,1
Female,No,Graduate,No,3241,1658,1.15,180,1,Semiurban,0
Female,No,Graduate,No,3152,2812,0.5,300,0,Semiurban,0
Male,Yes,Graduate,No,5431,0,1.78,300,0,Urban,1
Male,Yes,Not Graduate,No,3616,0,0.8,360,1,Rural,0
Male,Yes,Not Graduate,No,1845,0,1.15,360,1,Rural,0
Female,No,Graduate,No,3946,702,1.05,180,1,Urban,1
Male,Yes,Graduate,No,4751,0,1.57,180,1,Urban,1
Male,Yes,Graduate,No,6110,309,2.07,300,1,Urban,0
Female,No,Graduate,No,1829,1539,1.28,300,0,Semiurban,0
Female,No,Graduate,No,1025,2723,1.06,360,1,Urban,1
Male,Yes,Graduate,Yes,3938,0,1.38,300,1,Semiurban,1
Female,No,Graduate,No,4397,1641,0.81,300,1,Semiurban,1
Male,Yes,Not Graduate,No,1459,0,1.4,300,1,Rural,0
Male,Yes,Graduate,No,5732,201,1.6,300,0,Urban,1
Female,No,Graduate,No,1000,1751,0.94,360,0,Semiurban,1
Female,No,Graduate,Yes,3938,1014,1.04,300,1,Semiurban,1
Male,No,Graduate,No,4268,967,0.5,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,3212,816,1.21,360,1,Rural,1
Male,Yes,Not Graduate,No,2209,194,1.33,300,0,Rural,1
Male,Yes,Graduate,No,4195,1003,1.5,180,1,Urban,0
Female,No,Graduate,No,2501,2623,1.26,300,1,Urban,0
Female,No,Graduate,No,2716,0,1.0,180,0,Urban,0
Male,Yes,Not Graduate,No,4100,502,1.25,300,0,Rural,0
Male,Yes,Graduate,Yes,5290,0,1.59,360,0,Semiurban,1
Female,No,Graduate,Yes,2604,2041,1.02,300,1,Semiurban,0
Male,No,Graduate,No,3022,2215,0.53,180,0,Semiurban,1
Female,No,Graduate,No,2198,978,1.24,360,1,Urban,1
Male,Yes,Graduate,No,4995,425,1.5,300,1,Urban,0
Male,Yes,Not Graduate,No,3979,111,1.47,360,0,Rural,0
Male,No,Graduate,No,1824,1594,0.5,180,1,Semiurban,1
Male,Yes,Not Graduate,No,3274,0,1.1,300,1,Rural,1
Male,No,Graduate,No,3813,2367,0.7,360,1,Semiurban,0
Male,Yes,Graduate,Yes,4560,0,1.47,360,1,Semiurban,0
Male,Yes,Graduate,No,4709,0,1.23,300,0,Urban,0
Male,No,Graduate,No,1878,778,1.16,360,1,Semiurban,0
Male,Yes,Graduate,No,7820,0,1.58,300,0,Urban,0
